merk,model,bouwjaar,type_auto,brandstof,transmissie,vermogen,prijs
ford,fusion,2010.0,sedan,hybrid,automaat,89.0,12544.0
mercedes-benz,e 300,2017.0,sedan,benzine,automaat,258.0,94.0
hyundai,sonata,2016.0,sedan,benzine,automaat,185.0,21169.0
hyundai,ix35,2011.0,jeep,benzine,automaat,133.0,31047.0
hyundai,elantra,2014.0,sedan,benzine,automaat,122.0,17876.0
toyota,avalon,2015.0,sedan,benzine,automaat,268.0,6899.0
jaguar,xf,2012.0,sedan,benzine,automaat,188.0,314.0
toyota,highlander,2016.0,jeep,benzine,automaat,295.0,16935.0
volkswagen,passat,2016.0,sedan,benzine,automaat,148.0,29793.0
volvo,s60,2013.0,sedan,benzine,automaat,136.0,314.0
honda,fit,2015.0,hatchback,benzine,automaat,130.0,16960.0
hyundai,elantra,2014.0,sedan,diesel,automaat,122.0,28830.0
ford,transit,1996.0,microbus,diesel,schakel,131.0,9722.0
toyota,highlander,2010.0,jeep,benzine,automaat,295.0,40769.0
ford,fusion,2013.0,sedan,benzine,automaat,188.0,20385.0
hyundai,sonata,2014.0,sedan,benzine,automaat,185.0,2587.0
kia,optima,2013.0,sedan,benzine,automaat,134.0,19400.0
hyundai,tucson,2011.0,jeep,diesel,automaat,175.0,18647.0
opel,astra,1996.0,sedan,diesel,schakel,110.0,3000.0
ford,focus,2006.0,sedan,benzine,automaat,113.0,549.0
hyundai,elantra,2017.0,sedan,benzine,automaat,122.0,20385.0
hyundai,tucson,2017.0,jeep,diesel,automaat,130.0,37125.0
ssangyong,rexton,2009.0,jeep,diesel,automaat,183.0,20532.0
hyundai,i30,2012.0,pickup,benzine,automaat,108.0,14740.0
bmw,x6,2010.0,jeep,benzine,automaat,245.0,42337.0
kia,optima,2012.0,sedan,hybrid,automaat,134.0,20000.0
toyota,highlander,2010.0,jeep,hybrid,automaat,295.0,125.0
honda,civic,2015.0,sedan,benzine,automaat,174.0,46866.0
ford,focus,2017.0,sedan,benzine,automaat,123.0,16308.0
honda,civic,2008.0,sedan,hybrid,automaat,174.0,5372.0
opel,astra,2004.0,hatchback,benzine,schakel,110.0,10036.0
mercedes-benz,c 180,1999.0,sedan,diesel,automaat,156.0,5331.0
bmw,x5,2005.0,jeep,benzine,automaat,218.0,17249.0
kia,optima,2012.0,sedan,benzine,automaat,134.0,6743.0
ford,c-max,2014.0,hatchback,hybrid,automaat,113.0,18817.0
hyundai,elantra gt,2012.0,sedan,benzine,schakel,173.0,16621.0
subaru,xv,2014.0,jeep,benzine,automaat,145.0,19757.0
subaru,forester,2014.0,jeep,benzine,automaat,145.0,282.0
hyundai,tucson,2011.0,jeep,diesel,automaat,175.0,22357.0
honda,fit,2017.0,hatchback,hybrid,automaat,130.0,16750.0
volkswagen,jetta,2012.0,sedan,benzine,automaat,103.0,13485.0
hyundai,tucson,2017.0,jeep,benzine,automaat,130.0,45473.0
hyundai,elantra,2014.0,sedan,diesel,automaat,122.0,20266.0
toyota,prius,2006.0,hatchback,hybrid,automaat,76.0,12000.0
mercedes-benz,e 350,2006.0,sedan,diesel,automaat,299.0,17249.0
mercedes-benz,e 350,2011.0,coupe,diesel,automaat,299.0,1568.0
hyundai,santa fe,2011.0,jeep,diesel,automaat,194.0,28780.0
toyota,prius,2009.0,hatchback,hybrid,automaat,134.0,14700.0
subaru,forester,2014.0,jeep,benzine,automaat,145.0,19444.0
toyota,prius,2015.0,sedan,hybrid,automaat,134.0,21953.0
mercedes-benz,e 350,2009.0,sedan,diesel,automaat,299.0,314.0
renault,megane,2009.0,hatchback,diesel,schakel,116.0,13642.0
toyota,camry,2013.0,sedan,benzine,automaat,203.0,17562.0
mazda,cx-5,2015.0,jeep,benzine,automaat,148.0,31361.0
opel,astra,2007.0,universal,diesel,schakel,110.0,7840.0
honda,fit,2004.0,hatchback,benzine,automaat,130.0,30.0
kia,picanto,2009.0,sedan,benzine,automaat,60.0,4391.0
ford,edge,2007.0,jeep,benzine,automaat,238.0,5000.0
lincoln,navigator,1999.0,limousine,benzine,automaat,450.0,25089.0
mercedes-benz,e 300,2017.0,sedan,diesel,automaat,258.0,314.0
mercedes-benz,e 350,2010.0,coupe,benzine,automaat,299.0,34497.0
toyota,prius,2007.0,sedan,hybrid,automaat,76.0,13172.0
bmw,x5,2017.0,jeep,benzine,automaat,258.0,61154.0
ford,fusion,2013.0,sedan,benzine,automaat,188.0,16308.0
hyundai,santa fe,2013.0,jeep,diesel,automaat,194.0,37232.0
hyundai,sonata,2011.0,sedan,benzine,automaat,185.0,17158.0
hyundai,santa fe,2014.0,jeep,diesel,automaat,194.0,37574.0
chevrolet,cruze,2010.0,sedan,benzine,automaat,153.0,6209.0
chevrolet,cruze,2010.0,sedan,benzine,automaat,153.0,5488.0
honda,cr-v,2012.0,jeep,benzine,automaat,148.0,24775.0
porsche,cayenne,2009.0,jeep,benzine,automaat,237.0,33870.0
hyundai,tucson,2016.0,jeep,diesel,automaat,114.0,35344.0
chevrolet,malibu,2014.0,sedan,benzine,automaat,160.0,18500.0
honda,insight,2009.0,sedan,hybrid,automaat,87.0,12231.0
toyota,prius,2013.0,hatchback,hybrid,automaat,134.0,21330.0
hyundai,elantra,2016.0,sedan,benzine,automaat,122.0,34877.0
chevrolet,cruze,2012.0,sedan,diesel,automaat,122.0,10506.0
toyota,prius,2012.0,sedan,hybrid,automaat,134.0,20385.0
kia,rio,2018.0,jeep,benzine,automaat,101.0,1646.0
toyota,prius,2006.0,hatchback,hybrid,automaat,76.0,11917.0
nissan,note,2008.0,hatchback,benzine,automaat,87.0,8154.0
opel,astra,2007.0,universal,diesel,schakel,110.0,9408.0
volkswagen,passat,1999.0,sedan,diesel,automaat,170.0,4704.0
mercedes-benz,c 200,2000.0,sedan,benzine,schakel,204.0,8467.0
audi,a7,2012.0,coupe,benzine,automaat,215.0,58018.0
toyota,camry,2014.0,sedan,benzine,automaat,203.0,941.0
honda,accord,2018.0,sedan,benzine,automaat,192.0,11290.0
toyota,camry,2017.0,sedan,benzine,automaat,203.0,4234.0
subaru,forester,2009.0,jeep,benzine,automaat,150.0,13172.0
fiat,500,2016.0,jeep,benzine,automaat,69.0,314.0
hyundai,elantra,2018.0,sedan,benzine,automaat,122.0,31581.0
opel,astra,2001.0,sedan,diesel,schakel,110.0,7213.0
ford,transit,2007.0,microbus,diesel,schakel,131.0,12858.0
mitsubishi,grandis,2007.0,jeep,benzine,automaat,162.0,12544.0
hyundai,santa fe,2010.0,jeep,diesel,automaat,194.0,19309.0
toyota,prius,2018.0,hatchback,hybrid,automaat,98.0,40769.0
hyundai,veloster,2013.0,hatchback,benzine,automaat,137.0,17562.0
bmw,x5,2011.0,jeep,diesel,automaat,306.0,51746.0
nissan,kicks,2018.0,jeep,benzine,automaat,122.0,24775.0
toyota,camry,2007.0,sedan,hybrid,automaat,203.0,18817.0
toyota,prius,2008.0,hatchback,hybrid,automaat,76.0,40.0
volkswagen,jetta,2013.0,sedan,hybrid,automaat,104.0,2509.0
mercedes-benz,gla 250,2015.0,jeep,benzine,automaat,224.0,16308.0
mercedes-benz,sprinter,1999.0,microbus,diesel,schakel,163.0,19444.0
toyota,camry,2018.0,sedan,benzine,automaat,203.0,50178.0
toyota,camry,2013.0,sedan,hybrid,automaat,203.0,24462.0
toyota,prius,2008.0,sedan,hybrid,automaat,76.0,9408.0
hyundai,tucson,2012.0,jeep,benzine,automaat,175.0,19444.0
mini,cooper,2012.0,cabriolet,benzine,automaat,136.0,1176.0
volkswagen,jetta,2012.0,sedan,diesel,automaat,103.0,4391.0
chevrolet,orlando,2012.0,jeep,diesel,automaat,139.0,15125.0
chevrolet,captiva,2011.0,jeep,diesel,automaat,164.5,22549.0
honda,odyssey,2010.0,minivan,benzine,automaat,248.0,25089.0
cadillac,ats,2015.0,coupe,benzine,automaat,272.0,42337.0
subaru,outback,2018.0,sedan,benzine,automaat,173.0,1882.0
chevrolet,cruze,2011.0,sedan,benzine,schakel,153.0,9408.0
hyundai,santa fe,2013.0,jeep,benzine,automaat,194.0,627.0
bmw,x6,2009.0,jeep,benzine,automaat,286.0,40000.0
ssangyong,korando,2014.0,jeep,diesel,automaat,147.0,25512.0
kia,picanto,2017.0,sedan,benzine,schakel,65.0,15524.0
gmc,terrain,2019.0,sedan,benzine,automaat,182.0,14269.0
fiat,500,2012.0,sedan,benzine,automaat,69.0,3293.0
nissan,versa,2017.0,jeep,benzine,automaat,109.0,3136.0
hyundai,tucson,2014.0,jeep,diesel,automaat,175.0,28617.0
toyota,4runner,2018.0,jeep,benzine,automaat,270.0,470.0
honda,fit,2005.0,hatchback,benzine,automaat,130.0,7213.0
ford,expedition,2017.0,jeep,benzine,automaat,365.0,11917.0
hyundai,genesis,2010.0,coupe,benzine,automaat,311.0,784.0
mercedes-benz,gla 250,2015.0,jeep,benzine,automaat,224.0,11133.0
audi,a6,1995.0,sedan,diesel,automaat,252.0,2500.0
honda,fit,2005.0,hatchback,benzine,automaat,130.0,7997.0
hyundai,sonata,2016.0,sedan,benzine,automaat,185.0,50341.0
volkswagen,tiguan,2012.0,jeep,benzine,automaat,138.0,21326.0
mercedes-benz,sprinter,2004.0,microbus,diesel,schakel,163.0,29793.0
hyundai,genesis,2011.0,coupe,benzine,automaat,311.0,21395.0
hyundai,tucson,2011.0,jeep,benzine,automaat,175.0,26030.0
hyundai,tucson,2015.0,jeep,diesel,automaat,114.0,39891.0
ford,c-max,2012.0,hatchback,hybrid,automaat,113.0,14113.0
chevrolet,cruze,2009.0,sedan,diesel,automaat,153.0,7370.0
toyota,prius c,2013.0,hatchback,hybrid,automaat,99.0,21012.0
ford,escape,2007.0,jeep,hybrid,automaat,179.0,11917.0
hyundai,sonata,2017.0,sedan,benzine,automaat,185.0,54167.0
ford,escape,2008.0,jeep,hybrid,automaat,179.0,10663.0
hyundai,tucson,2018.0,jeep,diesel,automaat,130.0,47205.0
mercedes-benz,e 350,2006.0,sedan,benzine,automaat,299.0,17876.0
chevrolet,captiva,2013.0,jeep,diesel,automaat,181.0,32104.0
bmw,x5,2004.0,jeep,diesel,automaat,218.0,25089.0
toyota,corolla,2014.0,sedan,benzine,automaat,132.0,4391.0
honda,insight,2012.0,hatchback,hybrid,automaat,87.0,94.0
ford,taurus,2015.0,sedan,benzine,automaat,288.0,40092.0
chevrolet,cruze,2018.0,sedan,benzine,automaat,153.0,14740.0
hyundai,genesis,2009.0,coupe,benzine,automaat,311.0,16358.0
toyota,yaris ia,2015.0,sedan,benzine,automaat,106.0,17249.0
bmw,x5,2014.0,jeep,diesel,automaat,258.0,95651.0
toyota,prius c,2015.0,hatchback,hybrid,automaat,99.0,20385.0
audi,q5,2011.0,jeep,benzine,automaat,168.0,14740.0
honda,fit,2011.0,hatchback,benzine,automaat,130.0,11917.0
toyota,prius,2013.0,sedan,hybrid,automaat,134.0,23521.0
hyundai,sonata,2012.0,sedan,hybrid,automaat,185.0,80.0
hyundai,santa fe,2010.0,jeep,diesel,automaat,194.0,12083.0
ssangyong,rexton,2011.0,jeep,diesel,automaat,165.0,18240.0
kia,rio,2016.0,sedan,benzine,schakel,84.0,16308.0
honda,fit,2006.0,hatchback,benzine,automaat,130.0,8624.0
chevrolet,cruze,2014.0,sedan,benzine,automaat,153.0,16766.0
mercedes-benz,cls 350,2007.0,sedan,benzine,automaat,299.0,23521.0
toyota,prius,2015.0,hatchback,hybrid,automaat,134.0,30.0
hyundai,sonata,2015.0,sedan,benzine,automaat,185.0,15367.0
hyundai,elantra,2020.0,sedan,benzine,automaat,122.0,15210.0
bmw,x6,2010.0,jeep,benzine,automaat,245.0,50178.0
ford,fusion,2010.0,sedan,benzine,automaat,89.0,220.0
subaru,forester,2003.0,jeep,benzine,automaat,150.0,12000.0
hyundai,elantra,2007.0,sedan,diesel,automaat,122.0,8643.0
toyota,prius,2007.0,sedan,hybrid,automaat,76.0,10976.0
ford,taurus,2011.0,sedan,benzine,automaat,288.0,20469.0
chevrolet,captiva,2011.0,jeep,diesel,automaat,164.5,18616.0
ford,fusion,2014.0,sedan,benzine,automaat,188.0,21326.0
honda,fit,2012.0,hatchback,benzine,automaat,130.0,7840.0
nissan,note,2012.0,hatchback,benzine,automaat,87.0,10000.0
hyundai,tucson,2014.0,jeep,diesel,automaat,175.0,40556.0
mitsubishi,outlander,2010.0,jeep,benzine,automaat,155.0,17562.0
honda,fit,2017.0,hatchback,benzine,automaat,130.0,28015.0
hyundai,sonata,2012.0,sedan,hybrid,automaat,185.0,17249.0
ford,fusion,2015.0,sedan,benzine,automaat,188.0,20385.0
jeep,patriot,2015.0,jeep,benzine,automaat,172.0,2195.0
hyundai,elantra,2013.0,hatchback,benzine,automaat,122.0,19000.0
seat,leon,2002.0,hatchback,diesel,schakel,110.0,5959.0
toyota,prius,2011.0,hatchback,hybrid,automaat,134.0,282.0
toyota,yaris,2007.0,hatchback,benzine,automaat,106.0,10976.0
hyundai,sonata,2014.0,sedan,hybrid,automaat,185.0,22580.0
kia,optima,2013.0,sedan,hybrid,automaat,134.0,784.0
toyota,prius,2007.0,hatchback,hybrid,automaat,76.0,10036.0
chevrolet,volt,2013.0,hatchback,hybrid,automaat,85.0,18189.0
bmw,x5,2009.0,jeep,benzine,automaat,265.5,23834.0
hyundai,sonata,2012.0,sedan,hybrid,automaat,185.0,22894.0
volkswagen,jetta,1999.0,sedan,benzine,schakel,170.0,4704.0
mercedes-benz,e 200,1996.0,sedan,diesel,schakel,197.0,4704.0
hyundai,tucson,2019.0,sedan,benzine,automaat,175.0,17876.0
hyundai,genesis,2010.0,coupe,benzine,automaat,311.0,27755.0
ford,tourneo connect,2012.0,goods wagon,diesel,schakel,120.0,14113.0
hyundai,genesis,2010.0,coupe,benzine,automaat,311.0,16756.0
ford,fusion,2014.0,sedan,benzine,automaat,188.0,20385.0
honda,fit,2013.0,hatchback,benzine,automaat,130.0,1568.0
honda,insight,2012.0,hatchback,benzine,automaat,87.0,16621.0
mercedes-benz,e 350,2014.0,sedan,benzine,automaat,299.0,314.0
ford,c-max,2013.0,hatchback,hybrid,automaat,113.0,17249.0
toyota,prius,2005.0,sedan,hybrid,automaat,76.0,12544.0
bmw,x5,2003.0,jeep,benzine,automaat,335.0,13172.0
fiat,500,2013.0,sedan,benzine,automaat,69.0,10036.0
mercedes-benz,e 200,2008.0,sedan,diesel,automaat,197.0,18817.0
toyota,prius,2010.0,hatchback,hybrid,automaat,134.0,18503.0
honda,cr-v,2016.0,jeep,benzine,automaat,153.0,10036.0
suzuki,grand vitara,2005.0,jeep,benzine,schakel,107.0,13172.0
toyota,prius,2012.0,hatchback,benzine,automaat,134.0,18817.0
ssangyong,rexton,2011.0,jeep,diesel,automaat,165.0,29094.0
bmw,x5,2011.0,jeep,benzine,automaat,306.0,2979.0
hyundai,tucson,2012.0,jeep,diesel,automaat,175.0,21103.0
toyota,prius c,2013.0,hatchback,hybrid,automaat,99.0,17249.0
kia,optima,2014.0,sedan,benzine,automaat,134.0,29793.0
bmw,x5,2013.0,jeep,benzine,automaat,258.0,13485.0
nissan,versa,2018.0,sedan,benzine,automaat,109.0,2587.0
honda,fit,2012.0,hatchback,benzine,automaat,130.0,7700.0
toyota,4runner,2007.0,jeep,benzine,automaat,270.0,27598.0
hyundai,santa fe,2015.0,jeep,diesel,automaat,194.0,43548.0
mercedes-benz,c 300,2012.0,sedan,benzine,automaat,258.0,28225.0
toyota,prius,2012.0,sedan,hybrid,automaat,134.0,19757.0
bmw,x5,2007.0,jeep,benzine,automaat,235.0,29793.0
hyundai,elantra,2012.0,sedan,benzine,automaat,122.0,16160.0
volkswagen,passat,2017.0,sedan,benzine,automaat,148.0,34497.0
hyundai,elantra,2010.0,sedan,benzine,automaat,122.0,14834.0
toyota,prius c,2014.0,hatchback,hybrid,automaat,99.0,20385.0
toyota,prius,2010.0,hatchback,hybrid,automaat,134.0,470.0
bmw,x5,2009.0,jeep,diesel,automaat,265.5,29793.0
toyota,highlander,2012.0,jeep,benzine,automaat,295.0,9879.0
ford,focus,2015.0,hatchback,benzine,schakel,118.0,18189.0
mercedes-benz,vito,2007.0,minivan,diesel,automaat,190.0,24148.0
volkswagen,golf,2011.0,hatchback,diesel,automaat,103.0,2352.0
dodge,challenger,2016.0,coupe,benzine,automaat,375.0,1646.0
toyota,camry,2012.0,sedan,benzine,automaat,203.0,4077.0
ford,fusion,2012.0,sedan,benzine,automaat,79.0,1176.0
ford,fusion,2012.0,sedan,hybrid,automaat,79.0,25716.0
toyota,prius,2008.0,sedan,hybrid,automaat,76.0,11917.0
volkswagen,jetta,2016.0,sedan,benzine,automaat,108.0,20385.0
ford,mustang,2016.0,coupe,benzine,automaat,415.0,47042.0
toyota,prius,2007.0,hatchback,hybrid,automaat,76.0,12231.0
honda,fit,2006.0,hatchback,benzine,automaat,130.0,60.0
toyota,prius,2008.0,sedan,hybrid,automaat,76.0,14113.0
volkswagen,golf,1992.0,hatchback,diesel,schakel,170.0,3450.0
hyundai,santa fe,2017.0,jeep,diesel,automaat,197.0,59087.0
hyundai,sonata,2018.0,sedan,benzine,automaat,185.0,66815.0
hyundai,sonata,2018.0,sedan,benzine,automaat,185.0,64463.0
ford,transit,1994.0,microbus,diesel,schakel,131.0,6272.0
honda,civic,2017.0,sedan,benzine,automaat,174.0,66482.0
nissan,altima,2015.0,sedan,benzine,automaat,188.0,23207.0
hyundai,elantra,2011.0,sedan,benzine,automaat,122.0,220.0
nissan,altima,2012.0,sedan,benzine,automaat,188.0,862.0
chevrolet,equinox,2016.0,jeep,benzine,automaat,182.0,1254.0
chevrolet,malibu,2012.0,sedan,benzine,automaat,160.0,20542.0
toyota,prius,2009.0,sedan,hybrid,automaat,134.0,14113.0
hyundai,santa fe,2014.0,jeep,diesel,automaat,194.0,49858.0
toyota,camry,2017.0,sedan,benzine,automaat,203.0,392.0
opel,astra,2000.0,hatchback,benzine,schakel,110.0,7213.0
hyundai,santa fe,2010.0,jeep,diesel,automaat,194.0,20817.0
toyota,highlander,2008.0,jeep,hybrid,automaat,295.0,941.0
hyundai,tucson,2017.0,jeep,diesel,automaat,130.0,49293.0
mitsubishi,mirage,2002.0,sedan,benzine,automaat,78.0,7500.0
ssangyong,korando,2013.0,jeep,diesel,automaat,147.0,26149.0
bmw,x5,2017.0,jeep,benzine,automaat,258.0,54255.0
toyota,prius,2014.0,hatchback,hybrid,automaat,134.0,15681.0
ford,fiesta,2015.0,hatchback,benzine,automaat,81.0,15681.0
toyota,prius,2008.0,sedan,hybrid,automaat,76.0,10036.0
mercedes-benz,c 180,1996.0,sedan,benzine,schakel,156.0,40769.0
toyota,prius c,2013.0,hatchback,hybrid,automaat,99.0,15950.0
hyundai,sonata,2010.0,sedan,benzine,automaat,148.0,18826.0
ford,transit,2002.0,microbus,diesel,schakel,131.0,20000.0
hyundai,santa fe,2014.0,jeep,diesel,automaat,194.0,40443.0
ford,fusion,2013.0,sedan,benzine,automaat,188.0,18503.0
toyota,camry,2013.0,sedan,benzine,automaat,203.0,2352.0
mercedes-benz,vito,2003.0,microbus,diesel,schakel,190.0,19444.0
hyundai,genesis,2010.0,coupe,benzine,automaat,311.0,15289.0
jaguar,f-pace,2016.0,jeep,diesel,automaat,178.0,117604.0
hyundai,sonata,2013.0,sedan,benzine,automaat,185.0,22423.0
honda,cr-v,2007.0,jeep,benzine,automaat,138.0,18503.0
volkswagen,tiguan,2010.0,jeep,benzine,automaat,138.0,549.0
volkswagen,passat,2014.0,sedan,benzine,automaat,138.0,15994.0
toyota,camry,2015.0,sedan,benzine,automaat,203.0,27284.0
hyundai,elantra,2016.0,sedan,benzine,automaat,122.0,2117.0
volkswagen,tiguan,2012.0,jeep,benzine,automaat,138.0,18817.0
bmw,x5,2015.0,jeep,benzine,automaat,258.0,706.0
subaru,xv,2013.0,jeep,benzine,schakel,145.0,10036.0
honda,cr-v,2002.0,jeep,benzine,automaat,148.0,10349.0
hyundai,sonata,2017.0,sedan,benzine,automaat,185.0,50018.0
mercedes-benz,a 160,2002.0,hatchback,benzine,automaat,109.0,4200.0
kia,cadenza,2011.0,sedan,benzine,automaat,290.0,11917.0
honda,fit,2012.0,hatchback,hybrid,automaat,130.0,7213.0
kia,sportage,2011.0,jeep,benzine,automaat,133.0,24148.0
porsche,panamera,2015.0,sedan,hybrid,automaat,300.0,26030.0
honda,fit,2006.0,hatchback,benzine,automaat,130.0,30.0
toyota,prius c,2015.0,hatchback,hybrid,automaat,99.0,549.0
toyota,prius,2009.0,hatchback,hybrid,automaat,134.0,14897.0
mercedes-benz,sprinter,1998.0,microbus,diesel,schakel,163.0,11290.0
toyota,highlander,2017.0,sedan,benzine,automaat,295.0,17876.0
chevrolet,volt,2011.0,hatchback,hybrid,automaat,149.0,22894.0
ford,transit connect,2003.0,goods wagon,diesel,schakel,101.0,9095.0
hyundai,sonata,2012.0,sedan,benzine,automaat,185.0,1490.0
honda,fit,2018.0,hatchback,benzine,automaat,130.0,22291.0
chevrolet,spark,2014.0,sedan,benzine,automaat,98.0,8778.0
ford,escape,2002.0,jeep,diesel,automaat,179.0,6899.0
hyundai,elantra,2017.0,sedan,benzine,automaat,122.0,15681.0
volkswagen,passat,2011.0,sedan,benzine,automaat,138.0,18189.0
hyundai,santa fe,2015.0,jeep,diesel,automaat,194.0,46621.0
honda,fit,2014.0,hatchback,benzine,automaat,130.0,22502.0
hyundai,tucson,2010.0,jeep,diesel,automaat,175.0,14385.0
mercedes-benz,c 300,2012.0,sedan,benzine,automaat,258.0,15367.0
mercedes-benz,e 350,2014.0,sedan,diesel,automaat,299.0,30107.0
hyundai,elantra,2011.0,sedan,benzine,automaat,122.0,16308.0
toyota,prius,2010.0,hatchback,benzine,automaat,134.0,17249.0
chrysler,200,2015.0,sedan,benzine,automaat,184.0,20385.0
ford,taurus,2013.0,sedan,benzine,automaat,288.0,29965.0
nissan,juke,2013.0,jeep,benzine,automaat,115.0,21326.0
hyundai,tucson,2016.0,sedan,benzine,automaat,114.0,784.0
mazda,cx-5,2018.0,jeep,benzine,automaat,148.0,51746.0
chevrolet,malibu,2013.0,sedan,benzine,automaat,160.0,1960.0
honda,civic,2016.0,sedan,benzine,automaat,174.0,48202.0
toyota,highlander,2019.0,sedan,benzine,automaat,295.0,470.0
hyundai,sonata,2015.0,sedan,benzine,automaat,185.0,47989.0
hyundai,santa fe,2014.0,jeep,diesel,automaat,194.0,36137.0
hyundai,accent,2011.0,sedan,benzine,automaat,137.0,11290.0
volkswagen,golf,2007.0,hatchback,benzine,schakel,113.0,12858.0
hyundai,genesis,2010.0,coupe,benzine,automaat,311.0,19613.0
toyota,prius v,2013.0,hatchback,hybrid,automaat,134.0,14426.0
volkswagen,jetta,2015.0,sedan,benzine,automaat,148.0,17249.0
subaru,forester,2013.0,jeep,benzine,automaat,146.0,18817.0
chevrolet,volt,2012.0,hatchback,hybrid,automaat,149.0,21639.0
hyundai,tucson,2015.0,jeep,benzine,automaat,114.0,32929.0
chevrolet,cruze,2014.0,sedan,benzine,automaat,153.0,16879.0
hyundai,tucson,2016.0,jeep,diesel,automaat,114.0,36733.0
mercedes-benz,vito,2005.0,goods wagon,diesel,schakel,190.0,17249.0
ssangyong,korando,2012.0,jeep,diesel,automaat,173.0,21181.0
mercedes-benz,c 300,2017.0,coupe,benzine,automaat,258.0,1646.0
mitsubishi,outlander,2018.0,jeep,hybrid,automaat,148.0,1725.0
kia,sportage,2009.0,jeep,diesel,automaat,179.0,6899.0
hyundai,tucson,2011.0,jeep,diesel,automaat,175.0,25591.0
bmw,x1,2010.0,hatchback,diesel,schakel,177.0,25089.0
hyundai,elantra,2015.0,sedan,benzine,automaat,122.0,1333.0
chevrolet,cruze,2011.0,sedan,benzine,automaat,153.0,12980.0
toyota,prius,2010.0,hatchback,benzine,automaat,134.0,50.0
mitsubishi,outlander,2019.0,sedan,benzine,automaat,166.0,1333.0
skoda,octavia,2009.0,sedan,benzine,schakel,122.0,14113.0
toyota,prius,2012.0,hatchback,hybrid,automaat,134.0,21326.0
honda,fit,2005.0,sedan,benzine,automaat,130.0,9095.0
mercedes-benz,c 180,1995.0,sedan,diesel,schakel,156.0,5959.0
chevrolet,cruze,2014.0,sedan,benzine,automaat,153.0,16308.0
ssangyong,korando,2011.0,jeep,diesel,automaat,173.0,19579.0
porsche,macan,2018.0,sedan,benzine,automaat,252.0,46414.0
hyundai,santa fe,2014.0,jeep,diesel,automaat,194.0,33378.0
chevrolet,malibu,2015.0,sedan,diesel,automaat,160.0,27770.0
toyota,prius,2009.0,sedan,hybrid,automaat,134.0,15053.0
subaru,forester,2015.0,jeep,benzine,automaat,146.0,9722.0
honda,civic,2013.0,sedan,hybrid,automaat,118.0,8311.0
toyota,prius v,2013.0,minivan,hybrid,automaat,134.0,3607.0
nissan,micra,2003.0,hatchback,benzine,schakel,79.0,5959.0
kia,niro,2018.0,jeep,hybrid,automaat,104.0,38888.0
ford,transit,2002.0,microbus,diesel,schakel,131.0,15053.0
hyundai,sonata,2016.0,sedan,benzine,automaat,185.0,20385.0
hyundai,sonata,2014.0,sedan,benzine,automaat,185.0,17876.0
toyota,prius,2009.0,sedan,hybrid,automaat,134.0,30.0
toyota,prius,2010.0,hatchback,hybrid,automaat,134.0,15367.0
suzuki,sx4,2006.0,hatchback,benzine,automaat,107.0,6272.0
kia,picanto,2016.0,sedan,benzine,automaat,65.0,12074.0
hyundai,elantra,2015.0,sedan,benzine,automaat,122.0,15336.0
hyundai,sonata,2016.0,sedan,benzine,automaat,185.0,49751.0
toyota,camry,2018.0,sedan,benzine,automaat,203.0,64290.0
ford,fusion,2014.0,sedan,hybrid,automaat,188.0,392.0
ford,fusion,2013.0,sedan,benzine,automaat,188.0,10976.0
mercedes-benz,cla 250,2014.0,sedan,benzine,automaat,224.0,43905.0
hyundai,santa fe,2016.0,jeep,diesel,automaat,197.0,51517.0
volkswagen,jetta,2013.0,sedan,diesel,automaat,104.0,1411.0
toyota,camry,2010.0,sedan,hybrid,automaat,203.0,12231.0
hyundai,tucson,2011.0,jeep,diesel,automaat,175.0,16788.0
volkswagen,jetta,2017.0,sedan,benzine,automaat,123.0,22894.0
honda,fit,2013.0,sedan,benzine,automaat,130.0,14113.0
honda,fit,2011.0,hatchback,hybrid,automaat,130.0,13172.0
hyundai,santa fe,2010.0,jeep,diesel,automaat,194.0,22693.0
toyota,camry,2012.0,sedan,benzine,automaat,203.0,21326.0
toyota,camry,2013.0,sedan,benzine,automaat,203.0,28225.0
toyota,camry,2018.0,sedan,benzine,automaat,203.0,4234.0
hyundai,tucson,2016.0,jeep,diesel,automaat,114.0,43880.0
chevrolet,lacetti,2009.0,sedan,benzine,automaat,119.0,12861.0
honda,fit,2010.0,sedan,benzine,automaat,130.0,25.0
ford,focus,2017.0,sedan,benzine,automaat,123.0,1725.0
toyota,prius,2007.0,hatchback,hybrid,automaat,76.0,11760.0
honda,fit,2015.0,hatchback,benzine,automaat,130.0,37238.0
honda,insight,2010.0,sedan,hybrid,automaat,87.0,30.0
toyota,prius,2011.0,hatchback,hybrid,automaat,134.0,7840.0
hyundai,elantra,2008.0,sedan,benzine,automaat,122.0,10381.0
chevrolet,spark,2014.0,sedan,benzine,automaat,98.0,9405.0
opel,astra,1997.0,universal,diesel,schakel,110.0,4391.0
toyota,camry,2008.0,sedan,hybrid,automaat,203.0,100.0
honda,cr-z,2011.0,hatchback,hybrid,automaat,113.0,1098.0
toyota,prius c,2013.0,hatchback,hybrid,automaat,99.0,16935.0
bmw,x5,2011.0,jeep,diesel,automaat,306.0,3607.0
fiat,500,2013.0,hatchback,benzine,automaat,69.0,11917.0
hyundai,tucson,2012.0,jeep,benzine,automaat,175.0,25089.0
mercedes-benz,c 300,2015.0,sedan,benzine,automaat,258.0,28852.0
