merk,model,bouwjaar,type_auto,brandstof,vermogen,prijs,CO2_wltp,Electric_range_km,El_Consumpt_whkm,Engine_cm3
chevrolet,captiva,2011,jeep,diesel,3.0,18616.0,,,,
toyota,rav 4,2016,jeep,petrol,0.0,2038.0,,,,
ford,fusion,2014,sedan,petrol,0.0,21326.0,,,,
honda,fit,2012,hatchback,petrol,0.0,7840.0,,,,
nissan,note,2012,hatchback,petrol,0.0,10000.0,,,,
hyundai,tucson,2014,jeep,diesel,0.0,40556.0,,,,
lexus,ct 200h,2014,hatchback,hybrid,0.0,11447.0,,,,
mitsubishi,outlander,2010,jeep,petrol,0.0,17562.0,,,,
honda,fit,2017,hatchback,petrol,0.0,28015.0,,,,
hyundai,sonata,2012,sedan,hybrid,0.0,17249.0,,,,
hyundai,h1,2012,universal,diesel,0.0,19369.0,,,,
ford,fusion,2015,sedan,petrol,0.0,20385.0,,,,
jeep,patriot,2015,jeep,petrol,0.0,2195.0,,,,
hyundai,sonata,2014,sedan,lpg,0.0,10349.0,,,,
hyundai,elantra,2013,hatchback,petrol,90.0,19000.0,140.0,0.0,0.0,1598.0
seat,leon,2002,hatchback,diesel,110.0,5959.0,114.0,0.0,0.0,1395.0
toyota,prius,2011,hatchback,hybrid,0.0,282.0,,,,
mercedes-benz,gle 350,2016,jeep,petrol,0.0,79971.0,,,,
hyundai,genesis,2010,sedan,lpg,0.0,9408.0,,,,
mercedes-benz,300,2010,sedan,petrol,190.0,15681.0,181.0,0.0,0.0,1991.0
renault,duster,2014,jeep,diesel,0.0,21953.0,,,,
toyota,yaris,2007,hatchback,petrol,0.0,10976.0,,,,
hyundai,h1,2014,minivan,diesel,0.0,34673.0,,,,
mazda,cx-7,2011,sedan,petrol,0.0,549.0,,,,
hyundai,sonata,2014,sedan,hybrid,0.0,22580.0,,,,
toyota,highlander,2008,jeep,hybrid,0.0,314.0,,,,
hyundai,sonata,2014,sedan,lpg,0.0,10349.0,,,,
kia,optima,2013,sedan,hybrid,0.0,784.0,,,,
honda,fit,2003,hatchback,petrol,0.0,40.0,,,,
chevrolet,captiva,2015,jeep,diesel,0.0,37062.0,,,,
bmw,545,2003,sedan,lpg,6.0,15681.0,,,,
toyota,prius,2007,hatchback,hybrid,0.0,10036.0,,,,
chevrolet,volt,2013,hatchback,plug-in hybrid,0.0,18189.0,,,,
bmw,x5,2009,jeep,petrol,0.0,23834.0,,,,
hyundai,sonata,2012,sedan,hybrid,0.0,22894.0,,,,
lexus,gx 470,2015,jeep,petrol,,47042.0,,,,
audi,q7 sport,2011,jeep,diesel,0.0,37633.0,,,,
vaz,2121 (niva),2014,jeep,petrol,0.0,18503.0,,,,
mercedes-benz,s 550,2013,sedan,petrol,,34500.0,,,,
hyundai,tucson,2019,sedan,petrol,0.0,17876.0,,,,
mercedes-benz,ml 350,2003,jeep,petrol,0.0,12858.0,,,,
hyundai,genesis,2010,coupe,petrol,0.0,27755.0,,,,
toyota,camry,2014,sedan,hybrid,0.0,5488.0,,,,
toyota,aqua,2012,hatchback,hybrid,0.0,10036.0,,,,
opel,combo,2007,goods wagon,petrol,0.0,8154.0,,,,
daewoo,lacetti,2010,sedan,petrol,0.0,10192.0,,,,
opel,vectra c,2003,sedan,petrol,3.0,8467.0,,,,
ford,tourneo connect,2012,goods wagon,diesel,88.0,14113.0,157.0,0.0,0.0,1499.0
hyundai,genesis,2010,coupe,petrol,0.0,16756.0,,,,
ford,fusion,2014,sedan,petrol,0.0,20385.0,,,,
toyota,camry,2014,sedan,hybrid,0.0,706.0,,,,
honda,fit,2013,hatchback,petrol,0.0,1568.0,,,,
honda,insight,2012,hatchback,petrol,0.0,16621.0,,,,
mercedes-benz,e 350,2014,sedan,petrol,220.0,314.0,196.0,0.0,0.0,1991.0
hyundai,tucson,2010,jeep,diesel,0.0,22063.0,,,,
ford,transit connect prastoi,2005,goods wagon,diesel,,8938.0,,,,
infiniti,fx35,2003,jeep,petrol,0.0,16621.0,,,,
honda,elysion,2011,minivan,petrol,0.0,15053.0,,,,
mazda,verisa 2007,2007,hatchback,petrol,0.0,7840.0,,,,
toyota,camry sport se,2012,sedan,petrol,0.0,24775.0,,,,
ford,c-max,2013,hatchback,hybrid,92.0,17249.0,152.0,0.0,0.0,999.0
toyota,prius,2005,sedan,hybrid,0.0,12544.0,,,,
mercedes-benz,ml 280,2009,jeep,diesel,0.0,34494.0,,,,
bmw,x5,2003,jeep,petrol,0.0,13172.0,,,,
toyota,aqua,2012,hatchback,petrol,0.0,18422.0,,,,
fiat,500,2013,sedan,petrol,43.0,10036.0,0.0,311.0,143.0,0.0
mercedes-benz,e 200,2008,sedan,diesel,0.1034482758620689,18817.0,173.0,0.0,0.0,1991.0
toyota,prius,2010,hatchback,hybrid,0.0,18503.0,,,,
honda,cr-v,2016,jeep,petrol,0.0,10036.0,,,,
lexus,gx 470,2009,jeep,petrol,0.0,2430.0,,,,
suzuki,grand vitara,2005,jeep,petrol,0.0,13172.0,,,,
toyota,prius,2012,sedan,hybrid,0.0,18503.0,,,,
toyota,camry,2019,sedan,hybrid,0.0,3450.0,,,,
toyota,aqua,2017,hatchback,hybrid,0.0,15273.0,,,,
toyota,rav 4,2017,jeep,petrol,0.0,18189.0,,,,
toyota,prius,2012,hatchback,petrol,0.0,18817.0,,,,
hyundai,sonata,2015,sedan,lpg,0.0,10663.0,,,,
lexus,rx 450,2010,jeep,hybrid,0.0,5018.0,,,,
ssangyong,rexton,2011,jeep,diesel,0.0,29094.0,,,,
hyundai,sonata,2014,sedan,lpg,0.0,11604.0,,,,
toyota,highlander,2008,sedan,hybrid,0.0,125.0,,,,
bmw,x5,2011,jeep,petrol,0.0,2979.0,,,,
honda,insight,2011,hatchback,hybrid,0.0,706.0,,,,
mercedes-benz,b 170,2007,sedan,petrol,0.0,11917.0,,,,
hyundai,tucson,2012,jeep,diesel,0.0,21103.0,,,,
mercedes-benz,gle 400 a m g,2016,jeep,petrol,,254024.0,,,,
lexus,rx 450,2016,jeep,hybrid,0.0,34811.0,,,,
mazda,1000,2016,jeep,petrol,0.0,1098.0,,,,
toyota,prius c,2013,hatchback,hybrid,0.0,17249.0,,,,
lexus,gx 460,2012,jeep,petrol,,12858.0,,,,
audi,a4,2014,sedan,petrol,0.0,1254.0,,,,
kia,optima,2014,sedan,petrol,0.0,29793.0,,,,
bmw,x5,2013,jeep,petrol,0.0,13485.0,,,,
mercedes-benz,e 550,2008,sedan,petrol,0.0,26657.0,,,,
lexus,rx 400,2005,jeep,hybrid,0.0,18189.0,,,,
toyota,ist,2002,hatchback,petrol,0.0,8781.0,,,,
toyota,tacoma,2019,sedan,petrol,0.0,31047.0,,,,
nissan,versa,2018,sedan,petrol,0.0,2587.0,,,,
toyota,highlander limited,2009,jeep,hybrid,0.0,39201.0,,,,
bmw,328,2000,coupe,petrol,0.0,8311.0,,,,
hyundai,sonata,2016,sedan,lpg,0.0,13172.0,,,,
mercedes-benz,sprinter,2006,microbus,diesel,0.5454545454545454,21953.0,300.0601504,0.0,0.0,2143.0
honda,fit,2012,hatchback,petrol,0.0,7700.0,,,,
bmw,x5,2014,jeep,diesel,0.0,25089.0,,,,
hyundai,sonata,2014,sedan,lpg,0.0,10349.0,,,,
toyota,4runner,2007,jeep,petrol,0.0,27598.0,,,,
hyundai,santa fe,2015,jeep,diesel,3.0,43548.0,,,,
mercedes-benz,c 300,2012,sedan,petrol,190.0,28225.0,166.0,0.0,0.0,1991.0
bmw,x5,2011,jeep,diesel,0.0,10036.0,,,,
toyota,tacoma,2013,jeep,petrol,0.0,220.0,,,,
chevrolet,orlando,2017,jeep,lpg,0.0,21796.0,,,,
toyota,prius,2012,sedan,hybrid,0.0,19757.0,,,,
bmw,x5,2007,jeep,petrol,0.0,29793.0,,,,
chevrolet,cruze,2012,sedan,petrol,0.0,11604.0,,,,
fiat,doblo,2002,goods wagon,diesel,0.0,8467.0,,,,
hyundai,elantra,2012,sedan,petrol,90.0,16160.0,140.0,0.0,0.0,1598.0
volkswagen,passat,2017,sedan,petrol,0.0,34497.0,,,,
ford,fusion,2013,sedan,hybrid,0.0,282.0,,,,
nissan,march,2004,hatchback,cng,0.0,6899.0,,,,
hyundai,elantra,2010,sedan,petrol,90.0,14834.0,140.0,0.0,0.0,1598.0
toyota,prius c,2014,hatchback,hybrid,0.0,20385.0,,,,
jeep,grand cherokee laredo,2006,jeep,cng,0.0,18189.0,,,,
hyundai,sonata,2013,sedan,petrol,0.0,15053.0,,,,
ssangyong,rexton,2013,jeep,diesel,0.0,36808.0,,,,
hyundai,sonata,2010,sedan,lpg,0.0,7527.0,,,,
mercedes-benz,e 300,2017,sedan,petrol,190.0,22580.0,181.0,0.0,0.0,1991.0
nissan,tiida,2006,sedan,petrol,0.0,8467.0,,,,
hyundai,sonata,2015,sedan,lpg,0.0,9252.0,,,,
toyota,prius,2010,hatchback,hybrid,0.0,470.0,,,,
bmw,x5,2009,jeep,diesel,,29793.0,,,,
toyota,highlander,2012,jeep,petrol,0.0,9879.0,,,,
ford,escape,2010,jeep,hybrid,0.0,862.0,,,,
mercedes-benz,e 270 cdi,2001,sedan,diesel,,10349.0,,,,
mercedes-benz,clk 230,2004,coupe,petrol,,3.0,,,,
ford,focus,2015,hatchback,petrol,110.0,18189.0,124.0,0.0,0.0,999.0
bmw,528,2011,sedan,petrol,0.0,26657.0,,,,
mazda,mpv,2003,minivan,cng,,4547.0,,,,
hyundai,elantra,2011,sedan,petrol,90.0,19416.0,140.0,0.0,0.0,1598.0
mercedes-benz,vito,2007,minivan,diesel,,24148.0,206.0,0.0,0.0,1950.0
toyota,camry,2018,sedan,hybrid,0.0,18817.0,,,,
volkswagen,golf,2011,hatchback,diesel,0.0,2352.0,,,,
dodge,challenger,2016,coupe,petrol,0.0,1646.0,,,,
toyota,camry,2012,sedan,petrol,0.0,4077.0,,,,
hyundai,h1,2013,minivan,diesel,0.0,22433.0,,,,
ford,fusion,2012,sedan,petrol,0.0,1176.0,,,,
ford,fusion,2012,sedan,hybrid,0.0,25716.0,,,,
toyota,prius,2008,sedan,hybrid,0.0,11917.0,,,,
volkswagen,jetta,2016,sedan,petrol,0.0,20385.0,,,,
hyundai,h1,2017,universal,diesel,0.0,52696.0,,,,
ford,mustang,2016,coupe,petrol,,47042.0,268.0,0.0,0.0,5038.0
toyota,prius,2007,hatchback,hybrid,0.0,12231.0,,,,
honda,fit,2006,hatchback,petrol,0.0,60.0,,,,
toyota,prius,2008,sedan,hybrid,0.0,14113.0,,,,
honda,civic,2018,sedan,petrol,0.0,56509.0,,,,
lexus,gx 460,2015,jeep,petrol,,784.0,,,,
lexus,rx 450,2010,jeep,hybrid,0.0,282.0,,,,
lexus,gx 460,2015,jeep,petrol,,706.0,,,,
hyundai,sonata,2012,sedan,lpg,0.0,7527.0,,,,
hyundai,santa fe,2017,jeep,diesel,0.0,59087.0,,,,
volkswagen,passat se,2012,sedan,petrol,0.0,15681.0,,,,
bmw,x5 3.5,2014,jeep,petrol,,70562.0,,,,
hyundai,sonata,2018,sedan,petrol,0.0,66815.0,,,,
hyundai,sonata,2018,sedan,petrol,0.0,64463.0,,,,
subaru,legacy,2005,sedan,lpg,0.0,9095.0,,,,
hyundai,sonata,2014,sedan,lpg,0.0,10349.0,,,,
bmw,x5 3.0i,2003,universal,petrol,0.0,16621.0,,,,
honda,civic,2017,sedan,petrol,0.0,66482.0,,,,
nissan,altima,2015,sedan,petrol,0.0,23207.0,,,,
hyundai,elantra,2011,sedan,petrol,90.0,220.0,140.0,0.0,0.0,1598.0
nissan,altima,2012,sedan,petrol,0.0,862.0,,,,
toyota,camry xv50,2014,sedan,petrol,0.0,27598.0,,,,
mercedes-benz,e 350,2011,sedan,diesel,220.0,627.0,196.0,0.0,0.0,1991.0
chevrolet,equinox,2016,jeep,petrol,0.0,1254.0,,,,
nissan,march,2004,hatchback,petrol,0.0,5959.0,,,,
hyundai,h1,2016,universal,diesel,0.0,43655.0,,,,
chevrolet,malibu,2012,sedan,petrol,0.0,20542.0,,,,
toyota,prius,2009,sedan,hybrid,0.0,14113.0,,,,
lexus,ct 200h,2013,hatchback,hybrid,0.0,1725.0,,,,
mercedes-benz,ml 350,2004,jeep,petrol,0.0,15053.0,,,,
hyundai,santa fe,2014,jeep,diesel,0.0,49858.0,,,,
mercedes-benz,viano,2004,minivan,lpg,0.0,17562.0,,,,
toyota,camry,2017,sedan,petrol,0.0,392.0,,,,
opel,astra,2000,hatchback,petrol,90.0,7213.0,120.0,0.0,0.0,1199.0
lexus,gx 460,2010,jeep,petrol,,46728.0,,,,
ssangyong,actyon,2016,jeep,petrol,0.0,45633.0,,,,
hyundai,sonata,2015,sedan,lpg,0.0,9565.0,,,,
lexus,gx 470,2008,jeep,petrol,0.0,282.0,,,,
hyundai,santa fe,2010,jeep,diesel,0.0,20817.0,,,,
toyota,highlander,2008,jeep,hybrid,0.0,941.0,,,,
hyundai,sonata,2014,sedan,hybrid,0.0,1882.0,,,,
mercedes-benz,e 300,2017,sedan,petrol,190.0,392.0,181.0,0.0,0.0,1991.0
toyota,chr,2018,jeep,petrol,0.0,46728.0,,,,
hyundai,sonata,2015,sedan,lpg,0.0,12544.0,,,,
lexus,ct 200h,2012,sedan,hybrid,0.0,24738.0,,,,
hyundai,tucson,2017,jeep,diesel,0.0,49293.0,,,,
bmw,3.25e+48,2003,sedan,petrol,0.0,10976.0,,,,
mitsubishi,mirage,2002,sedan,petrol,0.0,7500.0,,,,
ssangyong,korando,2013,jeep,diesel,0.0,26149.0,,,,
bmw,x5,2017,jeep,petrol,0.0,54255.0,,,,
bmw,535,2011,sedan,petrol,0.0,17249.0,,,,
toyota,prius,2014,hatchback,hybrid,0.0,15681.0,,,,
hyundai,elantra,2011,sedan,petrol,90.0,11604.0,140.0,0.0,0.0,1598.0
mercedes-benz,a 170,2010,hatchback,petrol,0.0,6000.0,,,,
ford,fiesta,2015,hatchback,petrol,92.0,15681.0,120.0,0.0,0.0,999.0
mercedes-benz,e 350,2008,sedan,diesel,220.0,706.0,196.0,0.0,0.0,1991.0
toyota,rav 4,2007,jeep,petrol,0.0,314.0,,,,
toyota,prius,2008,sedan,hybrid,0.0,10036.0,,,,
toyota,prius c,2013,hatchback,hybrid,0.0,15950.0,,,,
hyundai,sonata,2010,sedan,petrol,0.0,18826.0,,,,
hyundai,tucson,2017,jeep,diesel,0.0,45210.0,,,,
ford,transit,2002,microbus,diesel,,20000.0,222.0,0.0,0.0,1995.0
subaru,forester,2015,jeep,petrol,110.0,6899.0,185.0,0.0,0.0,1995.0
toyota,highlander,2008,sedan,hybrid,0.0,125.0,,,,
hyundai,santa fe,2014,jeep,diesel,0.0,40443.0,,,,
hyundai,h1,2016,universal,diesel,0.0,38737.0,,,,
ford,fusion,2013,sedan,petrol,0.0,18503.0,,,,
toyota,camry,2013,sedan,petrol,0.0,2352.0,,,,
mercedes-benz,vito,2003,microbus,diesel,,19444.0,206.0,0.0,0.0,1950.0
bmw,530,2003,sedan,petrol,0.0,14113.0,,,,
hyundai,genesis,2010,coupe,petrol,0.0,15289.0,,,,
bmw,645,2005,cabriolet,petrol,6.0,24148.0,,,,
jaguar,f-pace,2016,jeep,diesel,0.0,117604.0,,,,
hyundai,sonata,2013,sedan,petrol,0.0,22423.0,,,,
toyota,4runner,2018,jeep,petrol,0.0,470.0,,,,
honda,cr-v,2007,jeep,petrol,0.0,18503.0,,,,
volkswagen,tiguan,2010,jeep,petrol,0.0,549.0,,,,
chevrolet,orlando,2016,jeep,diesel,0.0,23994.0,,,,
volkswagen,passat,2014,sedan,petrol,0.0,15994.0,,,,
toyota,camry,2015,sedan,petrol,0.0,27284.0,,,,
mercedes-benz,gl 320,2010,jeep,diesel,0.0,35438.0,,,,
lexus,gx 470,2015,jeep,petrol,,47042.0,,,,
hyundai,elantra,2016,sedan,petrol,90.0,2117.0,140.0,0.0,0.0,1598.0
volkswagen,tiguan,2012,jeep,petrol,0.0,18817.0,,,,
bmw,x5,2015,jeep,petrol,0.0,706.0,,,,
subaru,xv,2013,jeep,petrol,110.0,10036.0,180.0,0.0,0.0,1995.0
lexus,lx 570,2013,jeep,petrol,0.0,8781.0,,,,
honda,cr-v,2002,jeep,petrol,0.0,10349.0,,,,
hyundai,sonata,2017,sedan,petrol,0.0,50018.0,,,,
mercedes-benz,e 350,2010,sedan,diesel,220.0,314.0,196.0,0.0,0.0,1991.0
mercedes-benz,a 160,2002,hatchback,petrol,80.0,4200.0,135.0,0.0,0.0,1332.0
ford,transit t330,2004,microbus,diesel,,19914.0,,,,
toyota,prius ჰიბრიდი,2010,hatchback,hybrid,0.0,16621.0,,,,
lexus,gx 460,2012,jeep,petrol,,157.0,,,,
kia,cadenza,2011,sedan,petrol,0.0,11917.0,,,,
honda,fit,2012,hatchback,hybrid,0.0,7213.0,,,,
kia,sportage,2011,jeep,petrol,132.0,24148.0,151.0,0.0,0.0,1598.0
porsche,panamera,2015,sedan,hybrid,243.0,26030.0,247.0,0.0,0.0,2894.0
ford,escape se,2013,jeep,petrol,0.0,21639.0,,,,
mercedes-benz,ml 350,2012,jeep,diesel,0.0,157.0,,,,
lexus,gx 460,2016,jeep,petrol,,31988.0,,,,
honda,fit,2006,hatchback,petrol,0.0,30.0,,,,
mercedes-benz,e 350,2012,sedan,petrol,220.0,34184.0,196.0,0.0,0.0,1991.0
ssangyong,actyon,2011,sedan,diesel,0.0,16160.0,,,,
toyota,prius c,2015,hatchback,hybrid,0.0,549.0,,,,
opel,combo,2009,goods wagon,cng,0.0,10976.0,,,,
toyota,prius,2009,hatchback,hybrid,0.0,14897.0,,,,
hyundai,h1,2016,minivan,diesel,0.0,36235.0,,,,
toyota,aqua,2013,hatchback,petrol,0.0,19002.0,,,,
daewoo,lacetti,2010,sedan,petrol,0.0,9252.0,,,,
kia,cerato,2014,sedan,petrol,0.0,21326.0,,,,
lexus,es 350,2016,sedan,hybrid,0.0,784.0,,,,
toyota,highlander,2017,sedan,petrol,0.0,17876.0,,,,
hyundai,elantra,2017,sedan,petrol,90.0,1019.0,140.0,0.0,0.0,1598.0
toyota,camry,2019,sedan,hybrid,0.0,3450.0,,,,
hyundai,elantra,2012,sedan,petrol,90.0,19416.0,140.0,0.0,0.0,1598.0
toyota,ist,2002,hatchback,petrol,0.0,8781.0,,,,
chevrolet,volt,2011,hatchback,plug-in hybrid,0.0,22894.0,,,,
mercedes-benz,e 350,2011,sedan,diesel,220.0,627.0,196.0,0.0,0.0,1991.0
lexus,es 300,2014,sedan,hybrid,0.0,21953.0,,,,
ford,transit connect,2003,goods wagon,diesel,74.0,9095.0,153.0,0.0,0.0,1499.0
hyundai,sonata,2012,sedan,petrol,0.0,1490.0,,,,
toyota,camry,2013,sedan,hybrid,0.0,3763.0,,,,
volkswagen,passat,2017,sedan,petrol,0.0,34497.0,,,,
honda,fit,2004,hatchback,petrol,0.0,30.0,,,,
toyota,ist,2010,hatchback,petrol,0.0,14113.0,,,,
honda,fit,2018,hatchback,petrol,0.0,22291.0,,,,
hyundai,h1,2008,minivan,diesel,0.0,15524.0,,,,
chevrolet,orlando,2017,jeep,diesel,0.0,35328.0,,,,
chevrolet,spark,2014,sedan,petrol,0.0,8778.0,,,,
ford,escape,2002,jeep,cng,0.0,6899.0,,,,
lexus,gx 460,2012,jeep,petrol,,12858.0,,,,
hyundai,elantra,2017,sedan,petrol,90.0,15681.0,140.0,0.0,0.0,1598.0
nissan,tiida,2005,hatchback,petrol,0.0,25.0,,,,
toyota,camry,2014,sedan,hybrid,0.0,1098.0,,,,
volkswagen,passat,2011,sedan,petrol,0.0,18189.0,,,,
lexus,gx 460,2010,jeep,petrol,,941.0,,,,
opel,combo tdi,2006,goods wagon,diesel,0.0,10976.0,,,,
hyundai,santa fe,2015,jeep,diesel,0.0,46621.0,,,,
mercedes-benz,e 50,2000,sedan,petrol,0.0,11290.0,,,,
hyundai,h1,2011,universal,diesel,0.0,17923.0,,,,
chevrolet,aveo,2013,hatchback,petrol,0.0,13297.0,,,,
honda,fit,2014,hatchback,petrol,0.0,22502.0,,,,
hyundai,tucson,2010,jeep,diesel,0.0,14385.0,,,,
toyota,camry,2012,sedan,hybrid,0.0,392.0,,,,
mercedes-benz,c 300,2012,sedan,petrol,190.0,15367.0,166.0,0.0,0.0,1991.0
mercedes-benz,e 350,2014,sedan,diesel,220.0,30107.0,196.0,0.0,0.0,1991.0
hyundai,elantra,2011,sedan,petrol,90.0,16308.0,140.0,0.0,0.0,1598.0
toyota,prius,2010,hatchback,petrol,0.0,17249.0,,,,
toyota,camry,2014,sedan,petrol,0.0,23521.0,,,,
chevrolet,cruze,2012,sedan,petrol,0.0,14113.0,,,,
chrysler,200,2015,sedan,petrol,0.0,20385.0,,,,
hyundai,sonata,2015,sedan,lpg,0.0,9252.0,,,,
ford,taurus,2013,sedan,petrol,0.0,29965.0,,,,
lexus,rx 450,2016,jeep,hybrid,0.0,34811.0,,,,
nissan,juke,2013,jeep,petrol,0.0,21326.0,,,,
mercedes-benz,ml 350,2011,jeep,diesel,0.0,2038.0,,,,
hyundai,tucson,2016,sedan,petrol,0.0,784.0,,,,
toyota,chr,2018,jeep,petrol,0.0,10349.0,,,,
mazda,cx-5,2018,jeep,petrol,0.0,51746.0,,,,
chevrolet,malibu,2013,sedan,petrol,0.0,1960.0,,,,
ssangyong,rexton,2013,jeep,diesel,0.0,32035.0,,,,
honda,civic,2016,sedan,petrol,0.0,48202.0,,,,
toyota,rav 4,2016,jeep,petrol,0.0,47042.0,,,,
toyota,highlander,2019,sedan,petrol,0.0,470.0,,,,
hyundai,sonata,2015,sedan,petrol,0.0,47989.0,,,,
hyundai,santa fe,2014,jeep,diesel,0.0,36137.0,,,,
mercedes-benz,e 220,2002,sedan,diesel,2.5384615384615383,17249.0,,,,
hyundai,sonata,2016,sedan,lpg,0.0,6837.0,,,,
hyundai,accent,2011,sedan,petrol,0.0,11290.0,,,,
hyundai,sonata,2015,sedan,lpg,0.0,10349.0,,,,
ssangyong,rexton,2016,jeep,diesel,3.0,54167.0,,,,
hyundai,elantra,2011,sedan,petrol,90.0,16894.0,140.0,0.0,0.0,1598.0
toyota,prius,2013,hatchback,hybrid,0.0,706.0,,,,
mercedes-benz,x 250 ევროპული,2018,pickup,diesel,,109764.0,,,,
volkswagen,golf,2007,hatchback,petrol,0.0,12858.0,,,,
hyundai,genesis,2010,coupe,petrol,0.0,19613.0,,,,
lexus,ct 200h,2012,hatchback,hybrid,0.0,21012.0,,,,
toyota,aqua hibrid,2013,hatchback,hybrid,0.0,15677.0,,,,
chevrolet,cruze,2017,sedan,petrol,0.0,22894.0,,,,
ford,escape,2009,jeep,hybrid,0.0,188.0,,,,
mercedes-benz,ml 350,2009,jeep,petrol,0.0,29166.0,,,,
toyota,prius v,2013,hatchback,hybrid,0.0,14426.0,,,,
lexus,rx 350,2018,jeep,petrol,0.0,3293.0,,,,
toyota,celica,2000,coupe,petrol,0.0,5645.0,,,,
hyundai,sonata,2015,sedan,lpg,0.0,12544.0,,,,
chevrolet,captiva,2015,jeep,diesel,0.0,42845.0,,,,
volkswagen,jetta,2015,sedan,petrol,0.0,17249.0,,,,
subaru,forester,2013,jeep,petrol,110.0,18817.0,185.0,0.0,0.0,1995.0
chevrolet,volt,2012,hatchback,plug-in hybrid,0.0,21639.0,,,,
hyundai,tucson,2015,jeep,petrol,0.0,32929.0,,,,
toyota,tundra,2014,jeep,petrol,0.0,188.0,,,,
chevrolet,cruze,2014,sedan,petrol,0.0,16879.0,,,,
mercedes-benz,s 320,2002,sedan,diesel,0.0,10976.0,,,,
hyundai,tucson,2012,jeep,diesel,0.0,22947.0,,,,
chevrolet,captiva,2015,jeep,diesel,0.0,22840.0,,,,
hyundai,tucson,2016,jeep,diesel,0.0,36733.0,,,,
toyota,highlander,2011,jeep,petrol,0.0,22580.0,,,,
ford,fusion,2013,sedan,petrol,0.0,19444.0,,,,
mercedes-benz,vito,2005,goods wagon,diesel,,17249.0,206.0,0.0,0.0,1950.0
ssangyong,korando,2012,jeep,diesel,0.0,21181.0,,,,
mercedes-benz,c 300,2017,coupe,petrol,190.0,1646.0,166.0,0.0,0.0,1991.0
mitsubishi,outlander,2018,jeep,hybrid,0.0,1725.0,,,,
mercedes-benz,e 320,2001,sedan,petrol,0.0,11133.0,,,,
hyundai,h1,2010,minivan,diesel,0.0,9888.0,,,,
kia,sportage,2009,jeep,diesel,132.0,6899.0,151.0,0.0,0.0,1598.0
hyundai,tucson,2011,jeep,diesel,0.0,25591.0,,,,
mercedes-benz,e 350,2016,sedan,diesel,220.0,1568.0,196.0,0.0,0.0,1991.0
bmw,x1,2010,hatchback,diesel,0.0,25089.0,,,,
hyundai,elantra,2015,sedan,petrol,90.0,1333.0,140.0,0.0,0.0,1598.0
chevrolet,cruze,2011,sedan,petrol,0.0,12980.0,,,,
dodge,caliber,2011,hatchback,petrol,0.0,10976.0,,,,
ssangyong,actyon,2016,jeep,diesel,0.0,42400.0,,,,
hyundai,h1,2016,universal,diesel,0.0,42171.0,,,,
nissan,juke,2015,jeep,petrol,0.0,392.0,,,,
toyota,prius,2010,hatchback,petrol,0.0,50.0,,,,
infiniti,ex37,2012,hatchback,petrol,0.0,31361.0,,,,
bmw,x5,2014,jeep,diesel,0.0,25089.0,,,,
mitsubishi,outlander,2019,sedan,petrol,0.0,1333.0,,,,
toyota,camry,2014,sedan,hybrid,0.0,1098.0,,,,
chevrolet,1500,2018,coupe,petrol,0.0,2509.0,,,,
hyundai,sonata,2014,sedan,lpg,0.0,10036.0,,,,
hyundai,elantra,2013,sedan,petrol,90.0,19121.0,140.0,0.0,0.0,1598.0
skoda,octavia,2009,sedan,petrol,110.0,14113.0,118.0,0.0,0.0,1498.0
toyota,aqua,2013,hatchback,hybrid,0.0,13485.0,,,,
lexus,rx 400,2008,jeep,hybrid,0.0,8154.0,,,,
toyota,prius,2012,hatchback,hybrid,0.0,21326.0,,,,
chevrolet,captiva,2015,jeep,diesel,0.0,27093.0,,,,
mercedes-benz,ml 350 3.7,2003,jeep,cng,0.0,15053.0,,,,
mazda,mpv,2001,minivan,cng,0.0,4704.0,,,,
mercedes-benz,cls 550,2016,sedan,petrol,,100355.0,,,,
daewoo,gentra,2008,hatchback,petrol,0.0,3920.0,,,,
toyota,aqua,2012,hatchback,hybrid,0.0,9408.0,,,,
hyundai,elantra,2010,sedan,petrol,90.0,18240.0,140.0,0.0,0.0,1598.0
honda,fit,2005,sedan,petrol,0.0,9095.0,,,,
hyundai,tucson,2014,jeep,diesel,0.0,33908.0,,,,
hyundai,sonata,2014,sedan,lpg,0.0,10036.0,,,,
chevrolet,cruze,2014,sedan,petrol,0.0,16308.0,,,,
ssangyong,korando,2011,jeep,diesel,0.0,19579.0,,,,
ford,escape მერკური მერინერი,2008,jeep,hybrid,,17500.0,,,,
bmw,650,2012,coupe,petrol,6.0,470.0,,,,
porsche,macan,2018,sedan,petrol,180.0,46414.0,234.0,0.0,0.0,1984.0
hyundai,santa fe,2014,jeep,diesel,3.0,33378.0,,,,
chevrolet,malibu,2015,sedan,diesel,0.0,27770.0,,,,
toyota,prius,2009,sedan,hybrid,0.0,15053.0,,,,
ssangyong,actyon,2015,jeep,petrol,0.0,27105.0,,,,
lexus,es 350,2017,sedan,hybrid,0.0,14269.0,,,,
nissan,note,2005,hatchback,petrol,0.0,30.0,,,,
ssangyong,rexton,2013,jeep,diesel,0.0,42692.0,,,,
subaru,forester,2015,jeep,petrol,110.0,9722.0,185.0,0.0,0.0,1995.0
dodge,ramcharger,2014,sedan,petrol,0.0,4391.0,,,,
audi,a5,2011,coupe,petrol,0.0,16500.0,,,,
honda,civic,2013,sedan,hybrid,0.0,8311.0,,,,
